Term,Occurrence (ead_ID),Tag,Collection,Context
Chippewa,umich-bhl-86395,abstract,"Peter Barbeau Papers, 1789-1909","State representative from Chippewa County, Michigan."
Chippewa,umich-bhl-2012101,scopecontent,the John Christian Auch papers,"One of the certificates was issued to Sha-sha-o-ne-besse, a member of the Saginaw Band of the Ojibwe (Chippewa) tribe."
Chippewa,umich-bhl-2018025,scopecontent,the John P. Murphy collection,"Another main subject is views of surrounding communities, including those of the Ojibwe (sometimes anglicized as Chippewa), supplemented with portraits and scenes of domestic life."
Chippewa,umich-bhl-92456,geognames,"Penrod/Hiawatha Company Postcard Collection, 1950s-2017","Ada (Mich.); Adrian (Mich.); Albion (Calhoun County, Mich.); Algonac (Mich.); Allen Park (Mich.); Allendale (Mich.); Alma (Mich.); Aloha State Park (Mich.); Alpena (Mich.); Ann Arbor (Mich.); Arcadia (Mich.); Askel (Mich.); Athens (Mich.); Au Sable River (Mich.); Baldwin (Mich.); Battle Creek (Mich.); Bay City (Mich.); Bear Lake (Mich.); Beaver Island (Mich.); Bellaire (Mich.); Belle Isle (Detroit, Mich.); Benton Harbor (Mich.); Benzie State Park (Mich.); Benzonia (Mich.); Berrien Springs (Mich.); Bessemer (Mich.); Bete Grise (Mich.); Beulah (Mich.); Big Bay (Mich.); Big Rapids (Mich.); Birmingham (Mich.); Bloomfield Hills (Mich.); Bob-Lo Amusement Park (Ont.); Boyne City (Mich.); Brighton (Mich.); Brimley (Mich.); Brockway Mountain (Mich.); Buchanan (Mich.); Burt Lake State Park (Mich.); Cadillac (Mich.); Calumet (Mich.); Caro (Mich.); Cassopolis (Mich.); Cedar River (Mich.); Cedar Springs (Mich.); Cedarville (Mich.); Centreville (Mich.); Charlevoix (Mich.); Cheboygan (Mich.); Chelsea (Mich.); Christmas (Mich.); Clare (Mich.); Clinton (Lenawee County, Mich.); Coldwater (Mich.); Coloma (Mich.); Colon (Mich.); Copper Harbor (Mich.); Croton (Mich.); Crystal Falls (Mich.); Curtis (Mich.); De Tour Village (Mich.); Dearborn (Mich.); Decatur (Mich.); Detroit (Mich.); Dexter (Mich.); Dowagiac (Mich.); Drummond Island (Mich.); Dundee (Mich.); Durand (Mich.); Eagle Harbor (Mich.); East Lansing (Mich.); East Tawas (Mich.); Eaton Rapids (Mich.); Elk Rapids (Mich.); Escanaba (Mich.); Fayette (Mich.); Flint (Mich.); Fort Wilkins (Mich.); Frankenmuth (Mich.); Frankfort (Mich.); Franklin (Mich.); Freeland (Mich.); Fremont (Mich.); Gaylord (Mich.); Gladstone (Mich.); Glen Arbor (Mich.); Glen Haven (Mich.); Glennie (Mich.); Good Hart (Mich.); Grand Haven (Mich.); Grand Marais (Mich.); Grand Rapids (Mich.); Grand Traverse Bay (Mich.); Grayling (Mich.); Greenville (Mich.); Grosse Pointe (Mich.); Gull Lake (Mich.); Gwinn (Mich.); Hamtramck (Mich.); Hancock (Mich.); Harbor Springs (Mich.); Hardy Dam (Mich.); Harper Woods (Mich.); Harrison (Mich.); Hartwick Pines State Park (Mich.); Hastings (Mich.); Hell (Mich.); Hessel (Mich.); Hiawatha National Forest (Mich.); Higgins Lake (Mich.); Highland Park (Mich.); Hillsdale (Mich.); P.J. Hoffmaster State Park (Mich.); Holland (Mich.); Honor (Mich.); Houghton (Mich.); Houghton Lake (Mich.); Indian River (Mich.); Interlochen (Mich.); Interlochen State Park (Mich.); Ionia (Mich.); Irish Hills (Mich.); Iron Mountain (Mich.); Iron River (Mich.); Ironton (Mich.); Ironwood (Mich.); Ishpeming (Mich.); Isle Royale (Mich.); Jackson (Mich.); Kalamazoo (Mich.); Kalkaska (Mich.); Kewadin (Mich.); Lac La Belle (Mich.); Lake Ann (Mich.); Lake City (Mich.); Lake Leelanau (Mich.); L'Anse (Mich.); Lansing (Mich.); Leland (Mich.); Les Cheneaux Islands (Mich.); Lincoln Park (Mich.); Little Girl's Point (Mich.); Little Traverse Bay (Mich.); Livonia (Mich.); Lowell (Mich.); Ludington (Mich.); Ludington State Park (Mich.); Mackinac, Straits of (Mich.); Mackinac Bridge (Mich.); Mackinac Island (Mich.); Mackinac Island (Mich.); Mackinaw City (Mich.); Manistee (Mich.); Manistique (Mich.); Marinette (Wis.); Marion (Mich.); Marquette (Mich.); Mason (Mich.); Mears (Mich.); Menominee (Mich.); Mesick (Mich.); Midland (Mich.); Milford (Mich.); Mio (Mich.); Mitchell State Park (Mich.); Monroe (Mich.); Montague (Mich.); Mount Clemens (Mich.); Mount Pleasant (Mich.); Munising (Mich.); Muskegon (Mich.); Muskegon State Park (Mich.); Naubinway (Mich.); New Buffalo (Mich.); Newaygo (Mich.); Newberry (Mich.); Niles (Mich.); Northport (Mich.); Northville (Mich.); Old Mill Creek State Park (Mich.); Old Mission Point (Mich.); Omena (Mich.); Onekama (Mich.); Orchard Beach State Park (Mich.); Oscoda (Mich.); Otsego Lake State Park (Mich.); Owosso (Mich.); Paradise (Mich.); Paulding (Mich.); Paw Paw (Mich.); Pentwater (Mich.); Peshawbestown (Mich.); Petoskey (Mich.); Petoskey State Park (Mich.); Pictured Rocks National Lakeshore (Mich.); Plymouth (Mich.); Pontiac (Mich.); Porcupine Mountains State Park (Mich.); Port Huron (Mich.); Prudenville (Mich.); Rapid River (Mich.); Reed City (Mich.); Rochester (Mich.); Rockford (Mich.); Rogers City (Mich.); Romulus (Mich.); Roscommon (Mich.); Roseville (Mich.); Royal Oak (Mich.); Saginaw (Mich.); Saint Clair (Mich.); Saint Ignace (Mich.); Saint Johns (Mich.); Saint Joseph (Mich.); Saugatuck (Mich.); Sault Sainte Marie (Mich.); Scottville (Mich.); Seney National Wildlife Refuge (Mich.); Silver Lake (Oceana County, Mich.); Sister Lakes (Mich.); Sleeping Bear Dunes National Lakeshore (Mich.); South Haven (Mich.); South Manitou Island (Mich.); Southfield (Mich.); Spring Lake (Mich.); Sterling Heights (Mich.); Stony Lake (Mich.); Sturgeon Point (Alcona County, Mich.); Sturgis (Mich.); Suttons Bay (Mich.); Upper Falls (Luce County, Mich.); Lower Falls (Chippewa County, Mich.); Tahquamenon River (Mich.); Tawas Bay (Mich.); Tawas Point State Park (Mich.); Taylor (Mich.); Tecumseh (Mich.); Three Rivers (Mich.); Torch Lake (Mich.); Tourism.; Traverse City (Mich.); Trenton (Mich.); Troy (Mich.); Union Pier (Mich.); Vandalia (Mich.); Wakefield (Mich.); Walloon Lake (Mich.); Warren (Mich.); Warren Dunes State Park (Mich.); West Branch (Mich.); Westland (Mich.); White Cloud (Mich.); Whitefish Point (Mich.); Whitehall (Mich.); Yankee Springs Recreation Area (Mich.); Ypsilanti (Mich.)"
Chippewa,umich-bhl-2012101,geognames,the John Christian Auch papers,Saginaw Chippewa Indian Tribe of Michigan.
Chippewa,umich-bhl-86727,geognames,"Stellanova Osborn papers, 1907-1988","Sugar Island (Mich.); Ann Arbor (Mich.); Duck Island (Chippewa County, Mich.); Ewen (Mich.); Indiana; Jackson (Mich.); Poulon (Ga.)"
Chippewa,umich-bhl-861078,bioghist,"Mary Shurtleff collection, 1848-1915 (scattered dates)", Treaties between the United States Government and the Ottawa and Chippewa (several of whom had moved to Cross Village sometime after 1830) resulted in them being granted tracts of land in the area during the mid-to-late nineteenth century.
Chippewa,umich-bhl-2016048,bioghist,Warren Petoskey papers,"Warren Donald Petoskey is an elder of the Waganakising Odawa and Minneconjou Lakotah nations, member of the Bear Clan, and a citizen of the Little Traverse Bay Band of Ottawa and Chippewa Indians."
Chippewa,No EAD ID,scopecontent,"the The snow-shoe dance [graphic] : to thank the Great Spirit for the first appearance of snow / Catlin, del.","Shows Chippewa Indians near Fort Snelling, Minnesota, ca."
Chippewa,umich-bhl-9317,abstract,the Andrew Wheaton photograph collection,"Consists of group and individual portraits of Ojibwa (also referred to as Ojibwe, Chippewa, or Anishinabe) residents of Nahma, Michigan."
Chippewa,umich-bhl-9317,scopecontent,the Andrew Wheaton photograph collection,"The collection consists of group and individual portraits of Ojibwa (also referred to as Ojibwe, Chippewa, or Anishinabe) residents of Nahma, Michigan."
Chippewa,umich-bhl-85997,bioghist,"Johan G.R. BanÃ©r papers, 1890-1938","Banér also began to write poetic accounts of Scandinavian epics, as well as translations of Chippewa legends, myths and folklore; he wrote literally thousands of articles and poems for the nation's Swedish language press."
Chippewa,umich-bhl-852041,scopecontent,"John Monteith papers, 1797-1885 [microform]","Besides the letters there are diaries kept by Monteith (1815-1838), notes on his library, sermons and a volume of sermon outlines, speeches, notes on class lectures and other subjects, personal account books, a notebook (1820) containing Chippewa-English vocabulary, student notes (1797-1798) taken by Alexander Monteith at Dickinson College."
Chippewa,umich-bhl-85150,bioghist,"Marvin Fisher papers, 1972-1976","Marvin Fisher was a Chippewa Indian activist from Bay City, Michigan."
Chippewa,umich-bhl-85150,abstract,"Marvin Fisher papers, 1972-1976","Chippewa Indian from Bay City, Michigan."
Chippewa,No EAD ID,corpnames,"the Sault Sainte Marie, Michigan print collection.","Chippewa House (Sault Sainte Marie, Mich.)"
Chippewa,umich-bhl-86395,geognames,"Peter Barbeau Papers, 1789-1909",Chippewa County (Mich.); Mackinac Island (Mich.); Marquette (Mich.); Upper Peninsula (Mich.); Sault Sainte Marie (Mich.); Sault Sainte Marie Canal (Mich.); United States
Chippewa,umich-bhl-86395,bioghist,"Peter Barbeau Papers, 1789-1909","He owned and took possession of Chippewa Street, which was later changed to Barbeau."
Chippewa,umich-bhl-85761,scopecontent,the John C. Blanchard papers,"Two legal documents from Chippewa Indians living on Walpole Island, Ontario, granting power of attorney to W."
Chippewa,umich-bhl-89151,scopecontent,"the United States, Bureau of Indian Affairs records","Quarterly reports of the Sheboigan Indian School, 1857-1865 [photostats (negative)]; 1870 annuity pay rolls of the Ottawa and Chippewa Indians of Michigan [Microfilm (positive) and photocopy]; 1908 census of the Michigan Chippewas (353 p.); and 1910 annuity roll of the Ottawas and Chippewas of Michigan (215 p.) [Microfilm (positive)]; 1908 and 1910 rolls taken by Horace B."
Chippewa,umich-bhl-851568,scopecontent,the Isabella Indian Mission historical sketch,"History of the missionary activities of the Methodist Episcopal Church among the Chippewa Indians in Isabella County, Michigan and vicinity, 1841-1890."
Chippewa,umich-bhl-2011121,bioghist,"Camp Al-Gon-Quian (Burt Lake, Mich.) records, 1926-1967","Throughout the years, the tribes within the camp included the Ottawa, Chippewa, Cree, Ojibwa, Miami, Nipissing and Mississauga."
Chippewa,umich-bhl-89425,scopecontent,the Elmer E. White court file,"Legal brief, 1977, prepared in the case of the Children of the Chippewa, Ottawa and Potawatomy Tribes and Paul J."
Chippewa,No EAD ID,geognames,the Henry Rowe Schoolcraft papers,Chippewa County (Mich.); Mackinac Island (Mich.); Sault Sainte Marie (Mich.)
Chippewa,No EAD ID,scopecontent,the Henry Rowe Schoolcraft papers,"Marie, Michigan; letter concerning taxable inhabitants of Chippewa County, Michigan, letter of invitation from Mrs."
Chippewa,umich-bhl-8822,scopecontent,the Reuben Beeman land sale agreements,"Mortgage and warranty deed of Beeman of Saginaw, Michigan, with Sa-Wa-Bon, Chippewa Indian, for land in Saginaw County, Michigan."
Chippewa,umich-bhl-2014109,geognames,the Crisca Bierwert papers,Swan Creek and Black River Bands of Chippewa Indians.
Chippewa,umich-bhl-89139,bioghist,the Charles H. Rodd papers,"Part-Indian trader at Midland, Michigan, and interpreter with the Chippewa Indians of Isabella County, Michigan."
Chippewa,umich-bhl-851588,bioghist,"George Johnston letterbook, 1832-1860","George Johnston (also spelled Johnson) was the son of John Johnston, an Irish immigrant and O-Shau-gus-co-day-way-gua, a Chippewa Indian woman."
Chippewa,umich-bhl-851588,scopecontent,"George Johnston letterbook, 1832-1860",Included are copies of letters from Chippewa Indian chiefs appealing to the President of the United States to honor its past treaties with the Indians.
Chippewa,umich-bhl-851588,abstract,"George Johnston letterbook, 1832-1860","Sub-Indian agent at La Pointe, Wisconsin, later surveyor of Indian lands in Michigan's Upper Peninsula, and interpreter among the Chippewa Indians."
Chippewa,umich-bhl-8722,scopecontent,Board of Regents (University of Michigan) records,"By treaty, the chiefs, sachems, and warriors of four Indeginous nations, the Ottawa (Odawa), Ojibwe (Ojibwa, Chippewa), Wyandotte (Wyandot), and Potawatomi (Bodéwadmi, Potawatomie, Patawatima) ceeded the land northwest of the Ohio river to the United States of America."
Chippewa,umich-bhl-88175,bioghist,the Cog-gog-e-was land patents,The Ojibwa (Chippewa) are an Anishinaabe people of Canada and the northern Midwestern United States.
Colonial,umich-bhl-2018025,scopecontent,the John P. Murphy collection,"Researchers should note that the collection includes materials depicting Anishnaabe peoples, families, homes, and culture from a white colonial lens."
Colonial,umich-bhl-8868,scopecontent,"Blanchard Family Papers, ca. 1835-ca. 2000","The Blanchard Family Papers will be of value to researchers interested in a variety of topics: scientific endeavors and methodologies (and in particular those related to agronomy, nematology, botany, and herpetology); the visual arts and the development of photography in the late nineteenth and early twentieth centuries; colonial and provincial life in Australia and Hawaii (respectively); and the daily affairs of American (and Michigan) families throughout the twentieth century."
Colonial,umich-bhl-851849,abstract,"Michigan Archaeological Society records, 1924-2019","The Michigan Archaeological Society (MAS) is an organization concerned with the exploration of the cultures and artifacts of early colonial projects in Michigan as well as the Ojibwe, Odawa, and Bodewadami Nations."
Colonial,umich-bhl-86166,scopecontent,the Adrian Van Koevering manuscript articles,"Historical sketch of the Zeeland Record and manuscript entitled, ""The Dutch Colonial Pioneers of Western Michigan: the Story of a Mass Movement of 19th Century Pilgrims."""
Colonialism,umich-bhl-2018025,bioghist,the John P. Murphy collection,"These broader developments shaped the 104 photographs of Native Americans in this collection taken by Childs and others, as did the fact that their creation was inextricably intertwined with larger processes of racism and U.S. colonialism."
Colonialism,umich-bhl-2018025,bioghist,the John P. Murphy collection,Processes of colonialism are also evident in the way photographs of Native Americans were captioned.
Colonialism,umich-bhl-2018025,bioghist,the John P. Murphy collection,"Zimmerman took numerous images of Ojibwa, including direct depictions of colonialism in a series of photographs of ""Indian Payments"" at Odanah, Wisconsin."
Colony,umich-bhl-8868,bioghist,"Blanchard Family Papers, ca. 1835-ca. 2000"," When the government of New South Wales (NSW) formed a Department of Agriculture in 1890, Cobb was appointed as the colony's first vegetable pathologist."
Colony,umich-bhl-851298,scopecontent,the John H. Faxon papers,"Three Civil War diaries, a supply record book, and correspondence between Faxon and his wife and other members of the family concerning family affairs, the Rochester Colony (1851-1852), and a trip from Adrian to DuPlain township (1851), and description of Mount Clemens, Michigan, in 1849."
Colony,umich-bhl-852178,bioghist,George Romney Papers,"George Romney was born on July 8, 1907 in Chihuahua, Mexico where his parents had gone to help establish a Mormon colony."
Colony,umich-bhl-851298,geognames,the John H. Faxon papers,: Township); Mount Clemens (Mich.); Ovid (Mich.); Rochester Colony (Mich.); Michigan; United States
Copper,umich-bhl-8924,subjects,William G. Milliken Papers,Governors; Apartment houses; Copper mining; Prison facilities; Governors
Copper,umich-bhl-851588,scopecontent,"George Johnston letterbook, 1832-1860","There are also many letters describing the copper deposits of Michigan's Upper Peninsula, including letters to copper mining companies (i.e. the Native Copper Association and the Bruce Mining Company) urging them to exploit the natural resources of the Upper Peninsula."
Copper,umich-bhl-851638,subjects,"Lucius L. Hubbard Papers, 1871-1935",Geology; Indians of North America; Mines and mineral resources; Geology; Copper.
Copper,umich-bhl-851638,corpnames,"Lucius L. Hubbard Papers, 1871-1935",Champion Copper Company.; Copper Range Company.; Harvard University.; Houghton Copper Company.; Mayflower Mining Company.; St. Mary's Canal Mineral Land Company.; University of Michigan.
Copper,umich-bhl-92132,subjects,Scientific Expedition to Lake Superior Photograph collection,Boats.; Camping.; Copper mining.; Indians of North America.; Iron industry.; Lighthouses; Expeditions and surveys.; Ships; Waterfalls.
Copper,umich-bhl-2018025,scopecontent,the John P. Murphy collection,"Iron mines in Gogebic and Marquette Counties, Michigan as well as copper mines in Houghton County, Michigan account for the majority of this subject."
Copper,umich-bhl-2018025,scopecontent,the John P. Murphy collection,The majority of these materials are attributed to either the White Pine Copper Company or the Oliver Iron Mining Company.
